,title,image_id,medium_display
904,"The Hall of Thirty-Three Bays at Fukagawa (Fukagawa Sanjusangendo), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",842a870c-3f62-9719-2f91-e77edb03cbce,Color woodblock print; oban
905,"Original Fuji, Meguro (Meguro Moto-Fuji), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",6b7e7ec8-354d-58f7-4639-3c357554c18e,Color woodblock print; oban
906,"The Armor-hanging Pine at Hakkeizaka (Hakkeizaka Yoroikakematsu), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",b7c013fe-3e5c-9910-4616-b605761b336f,Color woodblock print; oban
907,"The Five Pines on the Onagi River (Onagigawa Gohonmatsu), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",6b59620d-440a-3398-b93f-044c1d5b89d2,Color woodblock print; oban
908,"Benten Shrine and Inokashira Pond (Inokashira no ike Benten no yashiro), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",0502bbce-d3e3-3aad-77a4-657e9f7336e5,Color woodblock print; oban
909,"Sumiyoshi Festival at Tsukuda Island (Tsukudajima Sumiyoshi no matsuri), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",e3bc6835-6517-bea7-64d1-9ffc9bbd1189,Color woodblock print; oban
910,"Distant View of Azuma Bridge and Kinryuzan Temple (Azumabashi Kinryuzan enbo), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",,Color woodblock print; oban
911,"Kyoto: Sanjo Bridge (Kyo, Sanjobashi), from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",b862b812-d21e-6f1b-76c8-95e6a62b12b4,Color woodblock print; chuban
912,"Kyoto: Evening Cool at Shijo (Onajiku taibi, Shijo suzumi), from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",15d810b7-d796-87f9-9c27-5b17e4dd9354,Color woodblock print; chuban
913,"Kakegawa, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",d0b6f8f9-dccb-2b1f-1d8c-0e58962ffc12,Color woodblock print; chuban
914,"Fukuroi, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",b12a07d3-8a35-e3b4-e396-de3340c2d40f,Color woodblock print; chuban
915,"Mitsuke, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",b3c7148b-2578-de86-b274-aea85aa20893,Color woodblock print; chuban
916,"Hamamatsu, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",b835979c-18f2-f3b1-0c49-bd3ad874ceb3,Color woodblock print; chuban
917,"Okitsu, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",ab5aa7d1-20d5-7a0f-91ae-3bdca18a9bb6,Color woodblock print; chuban
918,"Yui, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",d23ecc44-01a8-14f7-3eb8-f67dc796a711,Color woodblock print; chuban
919,"Otsu, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",13abdd6c-b0a8-c7ab-4016-dda62fe47310,Color woodblock print; chuban
920,"Kusatsu, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",8809995e-a1cf-a51d-d94f-cb687ca03290,Color woodblock print; chuban
921,"Ishibe, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",b1361f7b-139e-24da-cfe4-6f060258007b,Color woodblock print; chuban
922,"Minakuchi, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",be209000-019e-3503-c446-3ceec812a0f5,Color woodblock print; chuban
923,"Tsuchiyama, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",1277a09a-d986-cf54-e373-3a793ca88237,Color woodblock print; chuban
924,"Sakanoshita, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",c5b629c5-93fd-05b4-b3c7-2ababcd84af7,Color woodblock print; chuban
925,"Seki, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",f0f54be2-c42a-5ed4-ddbf-33b6e5ed4afc,Color woodblock print; chuban
926,"Kameyama, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",61f4c2ae-9c4d-580d-3d99-7ecf08d55d13,Color woodblock print; chuban
927,"Shono, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",1136d146-e271-10dc-db25-3589da53ab45,Color woodblock print; chuban
928,"Ishiyakushi, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",ffef793b-db87-6c34-5ef3-5cd10565fe22,Color woodblock print; chuban
929,"Yokkaichi, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",4c1f341e-92c8-e673-122e-8fa38a3d2ebb,Color woodblock print; chuban
930,"Kuwana, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",45db70e1-0218-e18d-5f6a-5bba174aa6b8,Color woodblock print; chuban
931,"Goyu, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",e45fb010-b52a-a3b3-a158-8f50f7f618ed,Color woodblock print; chuban
932,"Yoshida, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",b2dd1287-b262-535e-8c63-1704fe4b07d3,Color woodblock print; chuban
933,"Narumi, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",39479daa-959f-a29c-aae5-85f6198d104d,Color woodblock print; chuban
934,"Miya, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",422bc1a7-a465-136b-0035-634f321ace6b,Color woodblock print; chuban
935,"Okazaki, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",f576fee2-d29c-31b6-7a1e-59dbfb62f359,Color woodblock print; chuban
936,"Chiryu, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",0d2e7a78-5067-9a62-820b-00c7e95d79ac,Color woodblock print; chuban
937,"Akasaka, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",64abec26-d128-2c39-8c03-92d564a80b68,Color woodblock print; chuban
938,"Fujikawa, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",d0ce3ab5-6813-d09e-6b87-b64784356094,Color woodblock print; chuban
939,"Shirasuka, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",bcf0c438-ac1d-7767-48a3-0d91efedb90d,Color woodblock print; chuban
940,"Futagawa, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",ec79c2d0-c245-be28-c009-640205b8cbf8,Color woodblock print; chuban
941,"Arai, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",eed146d7-0d32-3428-429e-85f2dc6519d9,Color woodblock print; chuban
942,"Maisaka, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",9a2ac47d-18bb-1f8f-8a7a-e26fbacaebb5,Color woodblock print; chuban
943,"Kanaya, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",a1229a50-e882-fb1f-ecd8-68a244331173,Color woodblock print; chuban
944,"Nissaka, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",09138d34-f4f2-98b4-386f-2eae9aaf479f,Color woodblock print; chuban
945,"Ejiri, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",841e1d89-d7a2-5f33-6cc3-3f078ecca788,Color woodblock print; chuban
946,"Fuchu, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",e1e34198-2b63-9ba4-ab2c-e78801c110af,Color woodblock print; chuban
947,"Mariko, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",373332cc-4415-f93f-da1f-fa37208e1455,Color woodblock print; chuban
948,"Okabe, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",0ad353d6-b693-8ff1-489a-de229933ba23,Color woodblock print; chuban
949,"Fujieda, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",48723be0-858e-2a0b-445c-5f4b3296fbad,Color woodblock print; chuban
950,"Shimada, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",df22c126-87de-ef8c-b38b-2a93717c9c70,Color woodblock print; chuban
951,"Yoshiwara, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",fef2e33b-bbd8-882f-8761-7c99425b07cb,Color woodblock print; chuban
952,"Hara, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",de68cf02-834b-7f01-91ff-57be5262e46a,Color woodblock print; chuban
953,"Nihon Bridge (Nihonbashi), from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",15102988-cfd7-743a-c2b9-54f22feebc2b,Color woodblock print; chuban
954,"Shinagawa, from the series ""Fifty-three Stations [of the Tokaido] (Gojusan tsugi),"" also known as the Figure Tokaido (Jinbutsu Tokaido)",1a6c9218-fa15-4fe9-c417-12044049f7fb,Color woodblock print; chuban
955,"Spring Scene of Nakanocho in the New Yoshiwara (Shin Yoshiwara Nakanocho haru no kei), from the series ""Newly Selected Famous Places in Edo (Shinsen Edo meisho)""",8d75d3f0-472f-320f-3e44-ebe7a28fa338,Color woodblock print; oban
956,"Nihon Bridge to Edo Bridge (Nihonbashi Edobashi), from the series ""Famous Places in Edo (Edo meisho)""",eacc3193-ebde-10d6-c4c6-fac5259f00c2,Color woodblock print; oban
957,"Oki Province: Takuhi Shrine (Oki, Takuhi no yashiro), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",02fd071d-3fdb-20f8-3e4f-636272b4c01f,Color woodblock print; oban
958,"Hilltop View from Yushima Tenjin Shrine (Yushima Tenjin sakaue tenbo), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",f4fda319-1ff1-b7c3-d988-5c81d740a3db,Color woodblock print; oban
959,"Nihon Embankment, Yoshiwara (Yoshiwara Nihonzutsumi), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",7f9150d1-f251-19e5-970a-53dcf66d1ea1,Color woodblock print; oban
960,"Kinryuzan Temple at Asakusa (Asakusa Kinryuzan), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",a3978def-b477-d5d9-12c6-2539e06afd6a,Color woodblock print; oban
961,"Night View of Saruwaka-machi (Saruwaka-machi yoru no kei), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",f60b10cb-5ea6-b87f-e404-20470ba64b12,Color woodblock print; oban
962,"Distant View of Akasaka Reservoir from Kinokuni Slope (Kinokunizaka Akasaka Tameike enkei), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",d15f4ac9-4f8f-2088-885f-20b45850d104,Color woodblock print; oban
963,"Inari Bridge and Minato Shrine, Teppozu (Teppozu Inaribashi Minato Jinja), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",e6994eac-22bb-4263-6c35-69d4ace7b16b,Color woodblock print; oban
964,"Distant View of Azuma Bridge and Kinryuzan Temple (Azumabashi Kinryuzan enbo), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",167adc81-6a48-1e02-081e-b85d0de3a004,Color woodblock print; oban
965,"Precincts of Kameido Tenjin Shrine (Kameido Tenjin keidai), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",0f30fd75-9465-a5be-44c8-60d1fd7ac908,Color woodblock print; oban
966,"Irises at Horikiri (Horikiri no hanashobu), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",ed973638-7104-c959-24f1-e954521a687a,Color woodblock print; oban
967,"The Paulownia Grove at Akasaka (Akasaka Kiribatake), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",f9bed2de-5752-68e4-4336-bd5d01dde9ad,Color woodblock print; oban
968,"View of Nihonbashi Tori-itchome (Nihonbashi Tori-itchome ryakuzu), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",1537145d-07e9-971f-20ea-04d13142c51e,Color woodblock print; oban
969,"Nihon Bridge and Edo Bridge (Nihonbashi, Edobashi), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",a9434ddc-59af-cb0c-0378-45bf2835e4b1,Color woodblock print; oban
970,"Tile Kilns and Hashiba Ferry on the Sumida River (Sumidagawa Hashiba no watashi kawaragama), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",75f81ba4-c169-6f54-70e4-0eae23da1a4a,Color woodblock print; oban
971,"View from Massaki of Suijin Shrine, Uchigawa Inlet, and Sekiya (Massaki hen yori Suijin no mori Uchigawa Sekiya no sato o miru zu), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",4b4d11e7-a114-7666-5b5a-37700846d4b3,Color woodblock print; oban
972,"Night View of Matsuchi Hill and the San’ya Canal (Matsuchiyama San’yabori yakei), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",76787b45-7610-4f8e-3ad4-800f91bd76c8,Color woodblock print; oban
973,"Plum Garden at Kameido (Kameido Umeyashiki), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",052696d0-c4c1-e1ae-45db-167061d9fe2d,Color woodblock print; oban
974,"Goten Hill at Shinagawa (Shinagawa Gotenyama), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",6573fc61-26c0-c67a-edea-2478588083f6,Color woodblock print; oban
975,"Temple Gardens in Nippori (Nippori jiin no rinsen), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",deb32698-d655-097b-aeff-416791daf089,Color woodblock print; oban
976,"Dawn at Kanda Myojin Shrine (Kanda Myojin akebono no kei), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",89d613ed-c285-ca84-f68b-03b9c2459a8a,Color woodblock print; oban
977,"Surugacho, from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",8e9c17dd-3512-b1e6-02a7-3f7a089ff58e,Color woodblock print; ōban
978,"Clear Weather After Snow at Nihon Bridge (Nihonbashi yukibare), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",ca655a0c-d8e5-21cf-6eaa-a969d085e303,Color woodblock print; oban
979,"Kanbara: View of the Fuji River from Iwafuchi (Kanbara, Iwafuchi yori Fujikawa o miru zu), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),"" also known as the Gyosho Tokaido",3cb5f75f-2103-ee35-9748-bb3bd8df5253,Color woodblock print; aiban
980,"Pine of Success and Oumayagashi at Asakusa River (Asakusagawa shubi no matsu Oumayagashi), from the series ""One Hundred Famous Views of Edo (Meisho Edo hyakkei)""",c6ef7139-ac89-f954-89cd-c40896f138d0,Color woodblock print; oban
981,"Off Tsukuda Island in the Eastern Capital (Toto Tsukuda oki), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",1a52272b-4322-69ac-c057-6848a7da430d,Color woodblock print; oban
982,"Lake at Hakone (Hakone no kosui), from the series ""Thirty-six Views of Mount Fuji (Fuji sanjurokkei)""",e2c508be-9451-e9a9-46b6-322f36b99518,Color woodblock print; oban
983,"Fishing Boats near Eitai Bridge in Tsukuda Bay (Eitaibashi Tsukuda oki isaribune), from the series ""Famous Places in the Eastern Capital (Toto meisho)""",016475d0-5747-771c-2f4d-cd7a6d365c94,Color woodblock print; oban
984,"Mishima: Morning Mist (Mishima, asagiri), from the series ""Fifty-three Stations of the Tokaido Road (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido",90c7dde0-21d4-f426-b553-b75889f6cd79,Color woodblock print; oban
985,"Ishibe: Megawa Village (Ishibe, Megawa no sato), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido",fcc68c55-667b-a43b-1737-d7ea88efd690,Color woodblock print; oban
986,Ariwara no Narihira passing Mount Fuji on his journey to the East,5e02c337-aaaa-5a02-2b35-2e262f260644,Color woodblock print; vertical oban diptych
987,Swallows and flowering branch,28eba48d-3423-66a8-c6c3-2bf97ed7d2da,Color woodblock print; chutanzaku
988,"Shono: Driving Rain (Shono hakuu), from the series ""Fifty-three Stations of the Tokaido (Tokaido gojusan tsugi no uchi),"" also known as the Hoeido Tokaido",59aaddd6-cb2d-25b6-b0f6-e95042fce0a5,Color woodblock print; oban
989,"Evening Shower at the Bank of Tadasu River (Tadasugawara no yudachi), from the series ""Famous Places in Kyoto (Kyoto meisho no uchi)""",4c662925-6991-afd2-e0b9-f08545784ac5,Color woodblock print; oban
990,"Iki Province: Shisa (Iki, Shisa), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",a8486f0f-1992-6e5a-08db-6fc494996ca5,Color woodblock print; oban
991,"Osumi Province: Sakura Island (Osumi, Sakurajima), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",32b26054-5248-b251-8ba9-7b32c483ac61,Color woodblock print; oban
992,"Hizen Province: Mount Inasa in Nagasaki (Hizen, Nagasaki Inasayama), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",e0b2b109-3b4b-c9a7-6b25-749eb06f23aa,Color woodblock print; oban
993,"Iyo Province: Saijo (Iyo, Saijo), from the series ""Famous Places in the Sixty Provinces (Rokujuyoshu meisho zue)""",1542469c-b658-6e13-5701-dad656f51733,Color woodblock print; oban
994,"Sanuki Province: Distant View of Mount Zozu (Sanuki, Zozusan enbo), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",21f05458-5519-ced1-3bfd-96b78d25efd7,Color woodblock print; oban
995,"Awa Province: Naruto Whirlpools (Awa, Naruto no fuha), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",e51dec75-e984-b564-869e-143c739eb372,Color woodblock print; oban
996,"Awaji Province: Goshiki Beach (Awaji, Goshiki hama), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",b079c597-b62e-2374-c21f-670610219f24,Color woodblock print; oban
997,"Kii Province: Wakanoura Bay (Kii, Wakanoura), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",191fc08d-7671-8060-058c-e856a75f7ade,Color woodblock print; oban
998,"Nagato Province: Shimonoseki (Nagato, Shimonoseki), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",d3b0f9df-67cf-f723-0ee7-3cfb72803b41,Color woodblock print; oban
999,"Aki Province: Festival at the Itsukushima Shrine (Aki, Itsukushima sairei no zu), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",42b6fd2c-abe9-0e52-03ce-f246db625f23,Color woodblock print; oban
1000,"Bingo Province: Kannon Temple at Abuto (Bingo, Abuto, Kannondo), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",08ea43ff-8f82-ad1e-ef7c-5fb524eda3f5,Color woodblock print; oban
1001,"Bitchu Province: Gokei (Bitchu, Gokei), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",1a479591-d7b5-3f57-cecf-0e1edc07a4cc,Color woodblock print; oban
1002,"Mimasaka Province: Yamabushi Valley (Mimasaka, Yamabushidani), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",9407453d-c46c-1007-97c0-0fee6b7cb424,Color woodblock print; oban
1003,"Harima Province: Maiko Beach (Harima, Maiko no hama), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",f80bde47-b58f-406e-f347-c65604e8f224,Color woodblock print; oban
1004,"Iwami Province: Salt Beaches near Takatsu Hill (Iwami, Takatsuyama shiohama), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",8f9c9d0e-691e-5ec3-6409-e3e68a55e79c,Color woodblock print; oban
1005,"Iwami Province: Salt Beaches near Takatsu Hill (Iwami, Takatsuyama shiohama), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",8b807b1b-8856-4c9e-9097-874c841d598c,Color woodblock print; oban
1006,"Izumo Province: Hotohoto Festival at Izumo Shrine (Izumo, Taisha Hotohoto no zu), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",f6422361-8049-ae4d-7366-fd3fd54a8b62,Color woodblock print; oban
1007,"Ono, Distant View of Mount Daisen in Hoki Province (Hoki, Ono, Daisen enbo), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyo-shu meisho zue)""",fe7c55d3-1489-eb54-7864-f84b555aa737,Color woodblock print; oban
1008,"Inaba Province: Karo, Koyama (Inaba, Karo Koyama), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",553aa340-04d6-88ce-4305-154e3111dd78,Color woodblock print; oban
1009,"Tango Province: Amanohashidate (Tango, Amanohashidate), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",c19928c9-dd98-2641-b65a-e6509783768c,Color woodblock print; oban
1010,"Tanba Province: Kane Slope (Tanba, Kanesaka), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",425dc739-3144-a112-e51d-72a8a430acbf,Color woodblock print; oban
1011,"Sado Province: Gold Mines (Sado, Kinzan), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",605eb1fe-75ac-1764-8c31-f6e2a00b1374,Color woodblock print; oban
1012,"Echigo Province: Oyashirazu (Echigo, Oyashirazu), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",8357a825-30bb-53b8-f5cf-6e59f2fdc2b6,Color woodblock print; oban
1013,"Etchu Province: Pontoon Bridge at Toyama (Etchu, Toyama funabashi), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",97545feb-182f-b441-1329-53762add2eea,Color woodblock print; oban
1014,"Hida Province: Basket Ferry (Hida, Kagowatashi), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",b1f6f63e-585d-d5ae-8221-6d9d7fbeb1ac,Color woodblock print; oban
1015,"Noto Province: Bay of Waterfalls (Noto, Taki no ura), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",8492378f-6514-09c2-d614-9c93939018df,Color woodblock print; oban
1016,"Kaga Province: The Fishing Fires on Lake Renko, One of the Eight Scenic Views of Kanazawa (Kaga, Kanazawa hassho no uchi, Renko no isaribi), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",a977499b-eee2-91f1-1570-8ffd7e7b81d0,Color woodblock print; oban
1017,"Wakasa Province: Fishing Boat Netting Flatfish (Wakasa, gyosen karei ami), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",390217c4-6b97-8d89-1f9c-a1560559bc69,Color woodblock print; oban
1018,"Dewa Province: Mogami River and a Distant View of Mount Gassan (Dewa, Mogamigawa, Gassan enbo), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",c40b4160-f308-ab2b-b87e-b14f776a04ef,Color woodblock print; oban
1019,"Mutsu Province: View of Matsushima with a Distant Prospect of Mount Tomi (Mutsu, Matsushima fukei Tomiyama chobo no ryakuzu), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",36b83221-4eb8-d75a-baf0-54ac20a2e2bb,Color woodblock print; oban
1020,"Kozuke Province: Mount Haruna in Snow (Kozuke, Harunasan setchu), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",6e4ffebd-bed0-e6d6-88ff-c382a818cf37,Color woodblock print; oban
1021,"Omi Province: Lake Biwa and Ishiyama Temple (Omi, Biwako Ishiyamadera), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",861d66e4-dbc1-e704-ada7-1771d4308e3f,Color woodblock print; oban
1022,"Shinano Province: The Moon Reflected in the Sarashina Rice Fields near Mount Kyodai (Shinano, Sarashina tagoto no tsuki, Kyodaisan), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",0af11c96-9e10-2d5d-1862-e271bd8c3a84,Color woodblock print; oban
1023,"Omi Province: Lake Biwa and Ishiyama Temple (Omi, Biwako Ishiyamadera), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",e4d678f3-7db1-6006-cca0-7833ffaca055,Color woodblock print; oban
1024,"Kazusa Province: Yasashi Bay, also known as Kujukuri (Kazusa, Yasashika ura, torina Kujukuri), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",41080a6c-cbb6-7425-eb59-481300d14914,Color woodblock print; oban
1025,"Awa Province: Inner Bay at Kominato (Awa, Kominato uchiura), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",9b8caed6-18e6-1ead-1858-6df19b0b4b80,Color woodblock print; oban
1026,"Musashi Province: Morning after Snow on the Sumida River (Musashi, Sumidagawa yuki no ashita), from the series ""Famous Places in the Sixty-odd Provinces (Rokujuyoshu meisho zue)""",bbf5c9c6-c180-279a-de1f-155fd68e8ff6,Color woodblock print; oban
